0.00%,0.00%,0.10%,0.00%,0.10%,0.10%,0.10%,0.20%,0.20%,0.30%
0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%
0.00%,0.00%,0.00%,0.30%,0.50%,0.80%,1.20%,1.40%,1.70%,1.90%
0.00%,0.00%,0.00%,2.40%,2.30%,2.70%,2.60%,2.70%,2.70%,2.70%
0.00%,13.50%,6.10%,4.80%,4.00%,3.60%,3.20%,3.00%,2.80%,2.60%
