0.00%,0.00%,0.80%,0.40%,0.50%,0.40%,0.50%,0.40%,0.50%,0.50%
0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.00%,0.10%,0.10%
0.00%,0.00%,0.20%,0.10%,0.10%,0.10%,0.20%,0.20%,0.30%,0.40%
10.00%,1.50%,4.10%,3.30%,3.50%,3.40%,3.50%,3.50%,3.50%,3.50%
0.00%,0.00%,0.00%,0.00%,0.00%,0.40%,0.50%,0.70%,0.80%,1.00%
